[ 2026-03-30 02:38:15 | node_45 | INFO ] 📤 Sending model to 1 direct neighbors: ['node']
[ 2026-03-30 02:38:42 | node_11 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-30 02:38:42 | node_11 | INFO ] InMemoryServer stopped at node_11
[ 2026-03-30 02:38:42 | node_12 | INFO ] Stopping node...
[ 2026-03-30 02:38:42 | node_12 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-30 02:38:42 | node_12 | INFO ] InMemoryServer stopped at node_12
[ 2026-03-30 02:38:42 | node_13 | INFO ] Stopping node...
[ 2026-03-30 02:38:42 | node_13 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-30 02:38:42 | node_13 | INFO ] InMemoryServer stopped at node_13
[ 2026-03-30 02:38:42 | node_14 | INFO ] Stopping node...
[ 2026-03-30 02:38:42 | node_14 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-30 02:38:42 | node_14 | INFO ] InMemoryServer stopped at node_14
[ 2026-03-30 02:38:42 | node_15 | INFO ] Stopping node...
[ 2026-03-30 02:38:42 | node_15 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-30 02:38:42 | node_15 | INFO ] InMemoryServer stopped at node_15
[ 2026-03-30 02:38:42 | node_16 | INFO ] Stopping node...
[ 2026-03-30 02:38:42 | node_16 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-30 02:38:42 | node_16 | INFO ] InMemoryServer stopped at node_16
[ 2026-03-30 02:38:42 | node_17 | INFO ] Stopping node...
[ 2026-03-30 02:38:42 | node_17 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-30 02:38:42 | node_17 | INFO ] InMemoryServer stopped at node_17
[ 2026-03-30 02:38:42 | node_18 | INFO ] Stopping node...
[ 2026-03-30 02:38:42 | node_18 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-30 02:38:42 | node_18 | INFO ] InMemoryServer stopped at node_18
[ 2026-03-30 02:38:42 | node_19 | INFO ] Stopping node...
[ 2026-03-30 02:38:42 | node_19 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-30 02:38:42 | node_19 | INFO ] InMemoryServer stopped at node_19
[ 2026-03-30 02:38:42 | node_20 | INFO ] Stopping node...
[ 2026-03-30 02:38:42 | node_20 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-30 02:38:42 | node_20 | INFO ] InMemoryServer stopped at node_20
[ 2026-03-30 02:38:42 | node_21 | INFO ] Stopping node...
[ 2026-03-30 02:38:42 | node_21 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-30 02:38:42 | node_21 | INFO ] InMemoryServer stopped at node_21
[ 2026-03-30 02:38:42 | node_22 | INFO ] Stopping node...
[ 2026-03-30 02:38:42 | node_22 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-30 02:38:42 | node_22 | INFO ] InMemoryServer stopped at node_22
[ 2026-03-30 02:38:42 | node_23 | INFO ] Stopping node...
[ 2026-03-30 02:38:42 | node_23 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-30 02:38:42 | node_23 | INFO ] InMemoryServer stopped at node_23
[ 2026-03-30 02:38:42 | node_24 | INFO ] Stopping node...
[ 2026-03-30 02:38:42 | node_24 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-30 02:38:42 | node_24 | INFO ] InMemoryServer stopped at node_24
[ 2026-03-30 02:38:42 | node_25 | INFO ] Stopping node...
[ 2026-03-30 02:38:42 | node_25 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-30 02:38:42 | node_25 | INFO ] InMemoryServer stopped at node_25
[ 2026-03-30 02:38:42 | node_26 | INFO ] Stopping node...
[ 2026-03-30 02:38:42 | node_26 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-30 02:38:42 | node_26 | INFO ] InMemoryServer stopped at node_26
[ 2026-03-30 02:38:42 | node_27 | INFO ] Stopping node...
[ 2026-03-30 02:38:42 | node_27 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-30 02:38:42 | node_27 | INFO ] InMemoryServer stopped at node_27
[ 2026-03-30 02:38:42 | node_28 | INFO ] Stopping node...
[ 2026-03-30 02:38:42 | node_28 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-30 02:38:42 | node_28 | INFO ] InMemoryServer stopped at node_28
[ 2026-03-30 02:38:42 | node_29 | INFO ] Stopping node...
[ 2026-03-30 02:38:42 | node_29 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-30 02:38:42 | node_29 | INFO ] InMemoryServer stopped at node_29
[ 2026-03-30 02:38:42 | node_30 | INFO ] Stopping node...
[ 2026-03-30 02:38:42 | node_30 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-30 02:38:42 | node_30 | INFO ] InMemoryServer stopped at node_30
[ 2026-03-30 02:38:42 | node_31 | INFO ] Stopping node...
[ 2026-03-30 02:38:42 | node_31 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-30 02:38:42 | node_31 | INFO ] InMemoryServer stopped at node_31
[ 2026-03-30 02:38:42 | node_32 | INFO ] Stopping node...
[ 2026-03-30 02:38:42 | node_32 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-30 02:38:42 | node_32 | INFO ] InMemoryServer stopped at node_32
[ 2026-03-30 02:38:42 | node_33 | INFO ] Stopping node...
[ 2026-03-30 02:38:42 | node_33 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-30 02:38:42 | node_33 | INFO ] InMemoryServer stopped at node_33
[ 2026-03-30 02:38:42 | node_34 | INFO ] Stopping node...
[ 2026-03-30 02:38:42 | node_34 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-30 02:38:42 | node_34 | INFO ] InMemoryServer stopped at node_34
[ 2026-03-30 02:38:42 | node_35 | INFO ] Stopping node...
[ 2026-03-30 02:38:42 | node_35 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-30 02:38:42 | node_35 | INFO ] InMemoryServer stopped at node_35
[ 2026-03-30 02:38:42 | node_36 | INFO ] Stopping node...
[ 2026-03-30 02:38:42 | node_36 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-30 02:38:42 | node_36 | INFO ] InMemoryServer stopped at node_36
[ 2026-03-30 02:38:42 | node_37 | INFO ] Stopping node...
[ 2026-03-30 02:38:42 | node_37 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-30 02:38:42 | node_37 | INFO ] InMemoryServer stopped at node_37
[ 2026-03-30 02:38:42 | node_38 | INFO ] Stopping node...
[ 2026-03-30 02:38:42 | node_38 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-30 02:38:42 | node_38 | INFO ] InMemoryServer stopped at node_38
[ 2026-03-30 02:38:42 | node_39 | INFO ] Stopping node...
[ 2026-03-30 02:38:42 | node_39 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-30 02:38:42 | node_39 | INFO ] InMemoryServer stopped at node_39
[ 2026-03-30 02:38:42 | node_40 | INFO ] Stopping node...
[ 2026-03-30 02:38:42 | node_40 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-30 02:38:42 | node_40 | INFO ] InMemoryServer stopped at node_40
[ 2026-03-30 02:38:42 | node_41 | INFO ] Stopping node...
[ 2026-03-30 02:38:42 | node_41 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-30 02:38:42 | node_41 | INFO ] InMemoryServer stopped at node_41
[ 2026-03-30 02:38:42 | node_42 | INFO ] Stopping node...
[ 2026-03-30 02:38:42 | node_42 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-30 02:38:42 | node_42 | INFO ] InMemoryServer stopped at node_42
[ 2026-03-30 02:38:42 | node_43 | INFO ] Stopping node...
[ 2026-03-30 02:38:42 | node_43 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-30 02:38:42 | node_43 | INFO ] InMemoryServer stopped at node_43
[ 2026-03-30 02:38:42 | node_44 | INFO ] Stopping node...
[ 2026-03-30 02:38:42 | node_44 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-30 02:38:42 | node_44 | INFO ] InMemoryServer stopped at node_44
[ 2026-03-30 02:38:42 | node_45 | INFO ] Stopping node...
[ 2026-03-30 02:38:42 | node_45 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-30 02:38:42 | node_45 | INFO ] InMemoryServer stopped at node_45
[ 2026-03-30 02:38:42 | node_46 | INFO ] Stopping node...
[ 2026-03-30 02:38:42 | node_46 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-30 02:38:42 | node_46 | INFO ] InMemoryServer stopped at node_46
[ 2026-03-30 02:38:42 | node_47 | INFO ] Stopping node...
[ 2026-03-30 02:38:42 | node_47 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-30 02:38:42 | node_47 | INFO ] InMemoryServer stopped at node_47
[ 2026-03-30 02:38:42 | node_48 | INFO ] Stopping node...
[ 2026-03-30 02:38:42 | node_48 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-30 02:38:42 | node_48 | INFO ] InMemoryServer stopped at node_48
[ 2026-03-30 02:38:42 | node_49 | INFO ] Stopping node...
[ 2026-03-30 02:38:42 | node_49 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-30 02:38:42 | node_49 | INFO ] InMemoryServer stopped at node_49
