[ 2026-05-14 11:56:07 | node_34 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-05-14 11:59:35 | node_14 | INFO ] 🎓 Training step done.
[ 2026-05-14 11:59:35 | node_26 | INFO ] 📤 Sending model to 11 direct neighbors: ['node_5', 'node_6', 'node_10', 'node_13', 'node_17', 'node_25', 'node_27', 'node_28', 'node_36', 'node_39', 'node_44']
[ 2026-05-14 11:59:36 | node_22 | INFO ] 🎓 Training step done.
[ 2026-05-14 11:59:36 | node_25 | INFO ] 📢 Broadcasting metrics.
[ 2026-05-14 11:59:36 | node_38 | INFO ] 🧩 Model added for round 96 (5/9) from ['node_11']
[ 2026-05-14 11:59:36 | node_5 | INFO ] 🧩 Model added for round 96 (6/9) from ['node_26']
[ 2026-05-14 11:59:36 | node_6 | INFO ] 🎓 Training step done.
[ 2026-05-14 11:59:36 | node_28 | INFO ] 🧩 Model added for round 96 (9/15) from ['node_37']
[ 2026-05-14 11:59:36 | node_10 | INFO ] 🧩 Model added for round 96 (6/8) from ['node_2']
[ 2026-05-14 11:59:36 | node_32 | INFO ] 🧩 Model added for round 96 (5/8) from ['node_17']
[ 2026-05-14 11:59:36 | node_28 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-05-14 11:59:36 | node_28 | INFO ] ✅ [FORCE] Local model added for round 96. (10/15)
[ 2026-05-14 11:59:36 | node_32 | INFO ] 🧩 Model added for round 96 (6/8) from ['node_44']
[ 2026-05-14 11:59:37 | node_15 | INFO ] 🧩 Model added for round 96 (3/6) from ['node_10']
[ 2026-05-14 11:59:37 | node_28 | INFO ] 📤 Sending model to 14 direct neighbors: ['node_4', 'node_6', 'node_14', 'node_15', 'node_19', 'node_20', 'node_26', 'node_34', 'node_37', 'node_39', 'node_40', 'node_41', 'node_42', 'node_47']
[ 2026-05-14 11:59:37 | node_30 | INFO ] 🧩 Model added for round 96 (4/11) from ['node_40']
[ 2026-05-14 11:59:37 | node_47 | INFO ] 🧩 Model added for round 96 (2/6) from ['node_32']
[ 2026-05-14 11:59:37 | node_4 | INFO ] 🧩 Model added for round 96 (7/7) from ['node_28']
[ 2026-05-14 11:59:38 | node_16 | INFO ] 🧩 Model added for round 96 (9/9) from ['node_43']
[ 2026-05-14 11:59:38 | node_43 | INFO ] 🧩 Model added for round 96 (5/12) from ['node_31']
[ 2026-05-14 11:59:38 | node_4 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-05-14 11:59:38 | node_32 | INFO ] 🧩 Model added for round 96 (7/8) from ['node_13']
[ 2026-05-14 11:59:38 | node_45 | INFO ] 🧩 Model added for round 96 (4/6) from ['node_29']
[ 2026-05-14 11:59:38 | node_17 | INFO ] 🧩 Model added for round 96 (8/14) from ['node_38']
[ 2026-05-14 11:59:38 | node_21 | INFO ] 🧩 Model added for round 96 (5/9) from ['node_10']
[ 2026-05-14 11:59:38 | node_16 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-05-14 11:59:38 | node_28 | INFO ] 🧩 Model added for round 96 (11/15) from ['node_19']
[ 2026-05-14 11:59:38 | node_11 | INFO ] 🧩 Model added for round 96 (8/11) from ['node_2']
[ 2026-05-14 11:59:38 | node_6 | INFO ] 🧩 Model added for round 96 (12/15) from ['node_26']
[ 2026-05-14 11:59:38 | node_40 | INFO ] 🧩 Model added for round 96 (8/10) from ['node_11']
[ 2026-05-14 11:59:38 | node_36 | INFO ] 🎉 Round 96 of 100 finished.
[ 2026-05-14 11:59:39 | node_38 | INFO ] 🧩 Model added for round 96 (6/9) from ['node_17']
[ 2026-05-14 11:59:39 | node_23 | INFO ] 🎉 Round 96 of 100 finished.
[ 2026-05-14 11:59:39 | node_36 | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 50
[ 2026-05-14 11:59:39 | node_48 | INFO ] 🧩 Model added for round 96 (4/6) from ['node_32']
[ 2026-05-14 11:59:39 | node_23 | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 50
[ 2026-05-14 11:59:39 | node_36 | INFO ] ♻️ Proactively processing 8 early models for round 96.
[ 2026-05-14 11:59:39 | node_36 | INFO ] 🧩 Model added for round 96 (1/12) from ['node_21']
[ 2026-05-14 11:59:39 | node_36 | INFO ] 🧩 Model added for round 96 (2/12) from ['node_41']
[ 2026-05-14 11:59:39 | node_23 | INFO ] ♻️ Proactively processing 6 early models for round 96.
[ 2026-05-14 11:59:39 | node_6 | INFO ] 🧩 Model added for round 96 (13/15) from ['node_28']
[ 2026-05-14 11:59:39 | node_43 | INFO ] 🧩 Model added for round 96 (6/12) from ['node_44']
[ 2026-05-14 11:59:39 | node_4 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-05-14 11:59:39 | node_36 | INFO ] 🧩 Model added for round 96 (3/12) from ['node_42']
[ 2026-05-14 11:59:39 | node_23 | INFO ] 🧩 Model added for round 96 (1/10) from ['node_21']
[ 2026-05-14 11:59:39 | node_36 | INFO ] 🧩 Model added for round 96 (4/12) from ['node_3']
[ 2026-05-14 11:59:39 | node_23 | INFO ] 🧩 Model added for round 96 (2/10) from ['node_46']
[ 2026-05-14 11:59:39 | node_36 | INFO ] 🧩 Model added for round 96 (5/12) from ['node_49']
[ 2026-05-14 11:59:39 | node_35 | INFO ] 🧩 Model added for round 96 (5/8) from ['node_40']
[ 2026-05-14 11:59:39 | node_23 | INFO ] 🧩 Model added for round 96 (3/10) from ['node_3']
[ 2026-05-14 11:59:39 | node_36 | INFO ] 🧩 Model added for round 96 (6/12) from ['node_7']
[ 2026-05-14 11:59:40 | node_23 | INFO ] 🧩 Model added for round 96 (4/10) from ['node_7']
[ 2026-05-14 11:59:40 | node_47 | INFO ] 🧩 Model added for round 96 (3/6) from ['node_29']
[ 2026-05-14 11:59:40 | node_36 | INFO ] 🧩 Model added for round 96 (7/12) from ['node_30']
[ 2026-05-14 11:59:40 | node_23 | INFO ] 🧩 Model added for round 96 (5/10) from ['node_17']
[ 2026-05-14 11:59:40 | node_36 | INFO ] 🧩 Model added for round 96 (8/12) from ['node_17']
[ 2026-05-14 11:59:40 | node_23 | INFO ] 🧩 Model added for round 96 (6/10) from ['node_19']
[ 2026-05-14 11:59:40 | node_31 | INFO ] 🧩 Model added for round 96 (4/8) from ['node_37']
[ 2026-05-14 11:59:40 | node_1 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-05-14 11:59:40 | node_36 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-05-14 11:59:40 | node_23 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-05-14 11:59:40 | node_17 | INFO ] 🧩 Model added for round 96 (9/14) from ['node_43']
[ 2026-05-14 11:59:40 | node_1 | INFO ] ✅ [FORCE] Local model added for round 96. (8/10)
[ 2026-05-14 11:59:40 | node_1 | INFO ] 📤 Sending model to 9 direct neighbors: ['node_5', 'node_11', 'node_12', 'node_21', 'node_22', 'node_43', 'node_44', 'node_45', 'node_46']
[ 2026-05-14 11:59:40 | node_16 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-05-14 11:59:40 | node_23 | INFO ] 🎓 Training step done.
[ 2026-05-14 11:59:40 | node_35 | INFO ] 🧩 Model added for round 96 (6/8) from ['node_13']
[ 2026-05-14 11:59:40 | node_36 | INFO ] 🎓 Training step done.
[ 2026-05-14 11:59:41 | node_5 | INFO ] 🧩 Model added for round 96 (7/9) from ['node_1']
[ 2026-05-14 11:59:41 | node_14 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-05-14 11:59:41 | node_22 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-05-14 11:59:41 | node_43 | INFO ] 🧩 Model added for round 96 (7/12) from ['node_17']
[ 2026-05-14 11:59:41 | node_14 | INFO ] ✅ [FORCE] Local model added for round 96. (8/9)
[ 2026-05-14 11:59:41 | node_22 | INFO ] ✅ [FORCE] Local model added for round 96. (9/13)
[ 2026-05-14 11:59:41 | node_14 | INFO ] 📤 Sending model to 8 direct neighbors: ['node_3', 'node_15', 'node_19', 'node_28', 'node_30', 'node_31', 'node_39', 'node_49']
[ 2026-05-14 11:59:41 | node_43 | INFO ] 🧩 Model added for round 96 (8/12) from ['node_11']
[ 2026-05-14 11:59:41 | node_22 | INFO ] 📤 Sending model to 12 direct neighbors: ['node_1', 'node_3', 'node_8', 'node_11', 'node_19', 'node_20', 'node_23', 'node_30', 'node_34', 'node_35', 'node_43', 'node_48']
[ 2026-05-14 11:59:41 | node_13 | INFO ] 🧩 Model added for round 96 (7/10) from ['node_2']
[ 2026-05-14 11:59:41 | node_26 | INFO ] 🧩 Model added for round 96 (8/12) from ['node_10']
[ 2026-05-14 11:59:41 | node_6 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-05-14 11:59:41 | node_3 | INFO ] 🧩 Model added for round 96 (6/10) from ['node_14']
[ 2026-05-14 11:59:41 | node_6 | INFO ] ✅ [FORCE] Local model added for round 96. (14/15)
[ 2026-05-14 11:59:41 | node_19 | INFO ] 🧩 Model added for round 96 (7/11) from ['node_38']
[ 2026-05-14 11:59:41 | node_41 | INFO ] 🧩 Model added for round 96 (3/6) from ['node_40']
[ 2026-05-14 11:59:41 | node_6 | INFO ] 📤 Sending model to 14 direct neighbors: ['node_5', 'node_11', 'node_17', 'node_18', 'node_24', 'node_26', 'node_28', 'node_32', 'node_34', 'node_38', 'node_40', 'node_41', 'node_44', 'node_46']
[ 2026-05-14 11:59:42 | node_1 | INFO ] 🧩 Model added for round 96 (9/10) from ['node_22']
[ 2026-05-14 11:59:42 | node_36 | INFO ] 🧩 Model added for round 96 (9/12) from ['node_37']
[ 2026-05-14 11:59:42 | node_30 | INFO ] 🧩 Model added for round 96 (5/11) from ['node_19']
[ 2026-05-14 11:59:42 | node_10 | INFO ] 🧩 Model added for round 96 (7/8) from ['node_26']
[ 2026-05-14 11:59:42 | node_47 | INFO ] 🧩 Model added for round 96 (4/6) from ['node_44']
[ 2026-05-14 11:59:42 | node_34 | INFO ] ⏹️  Gossiping exited for 10 equal rounds.
[ 2026-05-14 11:59:42 | node_5 | INFO ] 🧩 Model added for round 96 (8/9) from ['node_6']
[ 2026-05-14 11:59:42 | node_39 | INFO ] 🧩 Model added for round 96 (4/8) from ['node_13']
[ 2026-05-14 11:59:43 | node_34 | INFO ] 🔬 Evaluating...
[ 2026-05-14 11:59:43 | node_14 | INFO ] 🧩 Model added for round 96 (9/9) from ['node_28']
[ 2026-05-14 11:59:43 | node_11 | INFO ] 🧩 Model added for round 96 (9/11) from ['node_1']
[ 2026-05-14 11:59:43 | node_34 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.14923235774040222, 'test_acc': 0.9577465057373047, 'test_precision': 0.8565941452980042, 'test_recall': 0.8218646049499512, 'test_f1': 0.8205108046531677, 'communication_cost': 28227900}
[ 2026-05-14 11:59:43 | node_34 | INFO ] 📢 Broadcasting metrics.
[ 2026-05-14 11:59:43 | node_22 | INFO ] 🧩 Model added for round 96 (10/13) from ['node_43']
[ 2026-05-14 11:59:43 | node_21 | INFO ] 🧩 Model added for round 96 (6/9) from ['node_2']
[ 2026-05-14 11:59:44 | node_46 | INFO ] 🧩 Model added for round 96 (5/9) from ['node_17']
[ 2026-05-14 11:59:44 | node_15 | INFO ] 🧩 Model added for round 96 (4/6) from ['node_14']
[ 2026-05-14 11:59:44 | node_27 | INFO ] 🧩 Model added for round 96 (5/6) from ['node_38']
[ 2026-05-14 11:59:44 | node_3 | INFO ] 🧩 Model added for round 96 (7/10) from ['node_22']
[ 2026-05-14 11:59:44 | node_49 | INFO ] 🧩 Model added for round 96 (3/10) from ['node_10']
[ 2026-05-14 11:59:44 | node_13 | INFO ] 🧩 Model added for round 96 (8/10) from ['node_26']
[ 2026-05-14 11:59:44 | node_43 | INFO ] 🧩 Model added for round 96 (9/12) from ['node_13']
[ 2026-05-14 11:59:44 | node_37 | INFO ] 🧩 Model added for round 96 (7/10) from ['node_19']
[ 2026-05-14 11:59:44 | node_39 | INFO ] 🧩 Model added for round 96 (5/8) from ['node_37']
[ 2026-05-14 11:59:44 | node_11 | INFO ] 🧩 Model added for round 96 (10/11) from ['node_6']
[ 2026-05-14 11:59:45 | node_15 | INFO ] 🧩 Model added for round 96 (5/6) from ['node_28']
[ 2026-05-14 11:59:45 | node_19 | INFO ] 🧩 Model added for round 96 (8/11) from ['node_14']
[ 2026-05-14 11:59:45 | node_30 | INFO ] 🧩 Model added for round 96 (6/11) from ['node_38']
[ 2026-05-14 11:59:45 | node_30 | INFO ] 🧩 Model added for round 96 (7/11) from ['node_2']
[ 2026-05-14 11:59:45 | node_21 | INFO ] 🧩 Model added for round 96 (7/9) from ['node_1']
[ 2026-05-14 11:59:46 | node_23 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-05-14 11:59:46 | node_23 | INFO ] ✅ [FORCE] Local model added for round 96. (7/10)
[ 2026-05-14 11:59:46 | node_12 | INFO ] 🎉 Round 96 of 100 finished.
[ 2026-05-14 11:59:46 | node_36 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-05-14 11:59:46 | node_23 | INFO ] 📤 Sending model to 9 direct neighbors: ['node_3', 'node_7', 'node_17', 'node_19', 'node_21', 'node_22', 'node_25', 'node_34', 'node_46']
[ 2026-05-14 11:59:46 | node_36 | INFO ] ✅ [FORCE] Local model added for round 96. (10/12)
[ 2026-05-14 11:59:46 | node_12 | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 50
[ 2026-05-14 11:59:46 | node_31 | INFO ] 🧩 Model added for round 96 (5/8) from ['node_43']
[ 2026-05-14 11:59:46 | node_36 | INFO ] 📤 Sending model to 11 direct neighbors: ['node_3', 'node_7', 'node_12', 'node_17', 'node_21', 'node_26', 'node_30', 'node_37', 'node_41', 'node_42', 'node_49']
[ 2026-05-14 11:59:46 | node_25 | INFO ] 🎉 Round 96 of 100 finished.
[ 2026-05-14 11:59:46 | node_8 | INFO ] 🧩 Model added for round 96 (4/4) from ['node_22']
[ 2026-05-14 11:59:46 | node_17 | INFO ] 🧩 Model added for round 96 (10/14) from ['node_26']
[ 2026-05-14 11:59:46 | node_19 | INFO ] 🧩 Model added for round 96 (9/11) from ['node_28']
[ 2026-05-14 11:59:46 | node_25 | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 50
[ 2026-05-14 11:59:46 | node_12 | INFO ] ♻️ Proactively processing 13 early models for round 96.
[ 2026-05-14 11:59:46 | node_12 | INFO ] 🧩 Model added for round 96 (1/15) from ['node_48']
[ 2026-05-14 11:59:46 | node_3 | INFO ] 🧩 Model added for round 96 (8/10) from ['node_23']
[ 2026-05-14 11:59:46 | node_12 | INFO ] 🧩 Model added for round 96 (2/15) from ['node_35']
[ 2026-05-14 11:59:46 | node_38 | INFO ] 🧩 Model added for round 96 (7/9) from ['node_19']
[ 2026-05-14 11:59:46 | node_12 | INFO ] 🧩 Model added for round 96 (3/15) from ['node_3']
[ 2026-05-14 11:59:46 | node_8 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-05-14 11:59:46 | node_25 | INFO ] ♻️ Proactively processing 10 early models for round 96.
[ 2026-05-14 11:59:46 | node_3 | INFO ] 🧩 Model added for round 96 (9/10) from ['node_36']
[ 2026-05-14 11:59:46 | node_12 | INFO ] 🧩 Model added for round 96 (4/15) from ['node_42']
[ 2026-05-14 11:59:46 | node_25 | INFO ] 🧩 Model added for round 96 (1/14) from ['node_15']
[ 2026-05-14 11:59:46 | node_25 | INFO ] 🧩 Model added for round 96 (2/14) from ['node_5']
[ 2026-05-14 11:59:46 | node_12 | INFO ] 🧩 Model added for round 96 (5/15) from ['node_46']
[ 2026-05-14 11:59:47 | node_25 | INFO ] 🧩 Model added for round 96 (3/14) from ['node_45']
[ 2026-05-14 11:59:47 | node_12 | INFO ] 🧩 Model added for round 96 (6/15) from ['node_49']
[ 2026-05-14 11:59:47 | node_17 | INFO ] 🧩 Model added for round 96 (11/14) from ['node_6']
[ 2026-05-14 11:59:47 | node_12 | INFO ] 🧩 Model added for round 96 (7/15) from ['node']
[ 2026-05-14 11:59:47 | node_25 | INFO ] 🧩 Model added for round 96 (4/14) from ['node_49']
[ 2026-05-14 11:59:47 | node_25 | INFO ] 🧩 Model added for round 96 (5/14) from ['node']
[ 2026-05-14 11:59:47 | node_12 | INFO ] 🧩 Model added for round 96 (8/15) from ['node_47']
[ 2026-05-14 11:59:47 | node_25 | INFO ] 🧩 Model added for round 96 (6/14) from ['node_7']
[ 2026-05-14 11:59:47 | node_12 | INFO ] 🧩 Model added for round 96 (9/15) from ['node_37']
[ 2026-05-14 11:59:47 | node_25 | INFO ] 🧩 Model added for round 96 (7/14) from ['node_17']
[ 2026-05-14 11:59:47 | node_12 | INFO ] 🧩 Model added for round 96 (10/15) from ['node_31']
[ 2026-05-14 11:59:47 | node_25 | INFO ] 🧩 Model added for round 96 (8/14) from ['node_30']
[ 2026-05-14 11:59:47 | node_11 | INFO ] 🧩 Model added for round 96 (11/11) from ['node_22']
[ 2026-05-14 11:59:47 | node_12 | INFO ] 🧩 Model added for round 96 (11/15) from ['node_13']
[ 2026-05-14 11:59:47 | node_25 | INFO ] 🧩 Model added for round 96 (9/14) from ['node_29']
[ 2026-05-14 11:59:47 | node_8 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-05-14 11:59:47 | node_12 | INFO ] 🧩 Model added for round 96 (12/15) from ['node_43']
[ 2026-05-14 11:59:47 | node_25 | INFO ] 🧩 Model added for round 96 (10/14) from ['node_10']
[ 2026-05-14 11:59:47 | node_25 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-05-14 11:59:47 | node_12 | INFO ] 🧩 Model added for round 96 (13/15) from ['node_1']
[ 2026-05-14 11:59:47 | node_12 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-05-14 11:59:47 | node_28 | INFO ] 🧩 Model added for round 96 (12/15) from ['node_14']
[ 2026-05-14 11:59:47 | node_22 | INFO ] 🧩 Model added for round 96 (11/13) from ['node_1']
[ 2026-05-14 11:59:47 | node_44 | INFO ] 🧩 Model added for round 96 (5/9) from ['node_43']
[ 2026-05-14 11:59:47 | node_25 | INFO ] 🎓 Training step done.
[ 2026-05-14 11:59:48 | node_11 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-05-14 11:59:48 | node_12 | INFO ] 🎓 Training step done.
[ 2026-05-14 11:59:48 | node_49 | INFO ] 🧩 Model added for round 96 (4/10) from ['node_19']
[ 2026-05-14 11:59:48 | node_38 | INFO ] 🧩 Model added for round 96 (8/9) from ['node_2']
[ 2026-05-14 11:59:48 | node_20 | INFO ] 🧩 Model added for round 96 (7/8) from ['node_28']
[ 2026-05-14 11:59:48 | node_7 | INFO ] 🧩 Model added for round 96 (4/7) from ['node_23']
[ 2026-05-14 11:59:49 | node_7 | INFO ] 🧩 Model added for round 96 (5/7) from ['node_36']
[ 2026-05-14 11:59:49 | node_25 | INFO ] 🧩 Model added for round 96 (11/14) from ['node_26']
[ 2026-05-14 11:59:49 | node_19 | INFO ] 🧩 Model added for round 96 (10/11) from ['node_22']
[ 2026-05-14 11:59:49 | node_18 | INFO ] 🧩 Model added for round 96 (7/7) from ['node_6']
[ 2026-05-14 11:59:49 | node_49 | INFO ] 🧩 Model added for round 96 (5/10) from ['node_43']
[ 2026-05-14 11:59:50 | node_11 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-05-14 11:59:50 | node_33 | INFO ] ⏹️  Gossiping exited for 10 equal rounds.
[ 2026-05-14 11:59:50 | node_18 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-05-14 11:59:50 | node_33 | INFO ] 🔬 Evaluating...
[ 2026-05-14 11:59:50 | node_17 | INFO ] 🧩 Model added for round 96 (12/14) from ['node_23']
[ 2026-05-14 11:59:50 | node_43 | INFO ] 🧩 Model added for round 96 (10/12) from ['node_1']
[ 2026-05-14 11:59:50 | node_34 | INFO ] 🎉 Round 96 of 100 finished.
[ 2026-05-14 11:59:50 | node_12 | INFO ] 🧩 Model added for round 96 (14/15) from ['node_36']
[ 2026-05-14 11:59:50 | node_26 | INFO ] 🧩 Model added for round 96 (9/12) from ['node_28']
[ 2026-05-14 11:59:50 | node_49 | INFO ] 🧩 Model added for round 96 (6/10) from ['node_2']
[ 2026-05-14 11:59:50 | node_34 | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 50
[ 2026-05-14 11:59:50 | node_30 | INFO ] 🧩 Model added for round 96 (8/11) from ['node_14']
[ 2026-05-14 11:59:50 | node_33 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.0844854861497879, 'test_acc': 0.9779411554336548, 'test_precision': 0.8319327235221863, 'test_recall': 0.8296377658843994, 'test_f1': 0.8304963707923889, 'communication_cost': 2822790}
[ 2026-05-14 11:59:50 | node_34 | INFO ] ♻️ Proactively processing 5 early models for round 96.
[ 2026-05-14 11:59:50 | node_33 | INFO ] 📢 Broadcasting metrics.
[ 2026-05-14 11:59:50 | node_34 | INFO ] 🧩 Model added for round 96 (1/11) from ['node_7']
[ 2026-05-14 11:59:51 | node_34 | INFO ] 🧩 Model added for round 96 (2/11) from ['node_31']
[ 2026-05-14 11:59:51 | node_34 | INFO ] 🧩 Model added for round 96 (3/11) from ['node_44']
[ 2026-05-14 11:59:51 | node_34 | INFO ] 🧩 Model added for round 96 (4/11) from ['node_13']
[ 2026-05-14 11:59:51 | node_34 | INFO ] 🧩 Model added for round 96 (5/11) from ['node_2']
[ 2026-05-14 11:59:51 | node_34 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-05-14 11:59:51 | node_24 | INFO ] 🧩 Model added for round 96 (4/4) from ['node_6']
[ 2026-05-14 11:59:51 | node_18 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-05-14 11:59:51 | node_27 | INFO ] 🧩 Model added for round 96 (6/6) from ['node_26']
[ 2026-05-14 11:59:51 | node_33 | INFO ] 🎉 Round 97 of 100 finished.
[ 2026-05-14 11:59:51 | node_24 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-05-14 11:59:51 | node_34 | INFO ] 🎓 Training step done.
[ 2026-05-14 11:59:52 | node_33 | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 50
[ 2026-05-14 11:59:52 | node_20 | INFO ] 🧩 Model added for round 96 (8/8) from ['node_22']
[ 2026-05-14 11:59:52 | node_27 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-05-14 11:59:52 | node_33 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-05-14 11:59:52 | node_20 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-05-14 11:59:52 | node_26 | INFO ] 🧩 Model added for round 96 (10/12) from ['node_6']
[ 2026-05-14 11:59:52 | node_24 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-05-14 11:59:53 | node_25 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-05-14 11:59:53 | node_44 | INFO ] 🧩 Model added for round 96 (6/9) from ['node_1']
[ 2026-05-14 11:59:53 | node_25 | INFO ] ✅ [FORCE] Local model added for round 96. (12/14)
[ 2026-05-14 11:59:53 | node_33 | INFO ] 🎓 Training step done.
[ 2026-05-14 11:59:53 | node_25 | INFO ] 📤 Sending model to 13 direct neighbors: ['node', 'node_5', 'node_7', 'node_10', 'node_15', 'node_17', 'node_23', 'node_26', 'node_29', 'node_30', 'node_34', 'node_45', 'node_49']
[ 2026-05-14 11:59:53 | node_12 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-05-14 11:59:53 | node_34 | INFO ] 🧩 Model added for round 96 (6/11) from ['node_28']
[ 2026-05-14 11:59:53 | node_31 | INFO ] 🧩 Model added for round 96 (6/8) from ['node_14']
[ 2026-05-14 11:59:53 | node_12 | INFO ] ✅ [FORCE] Local model added for round 96. (15/15)
[ 2026-05-14 11:59:53 | node_27 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-05-14 11:59:53 | node_12 | INFO ] 📤 Sending model to 14 direct neighbors: ['node', 'node_1', 'node_3', 'node_13', 'node_31', 'node_35', 'node_36', 'node_37', 'node_42', 'node_43', 'node_46', 'node_47', 'node_48', 'node_49']
[ 2026-05-14 11:59:53 | node_28 | INFO ] 🧩 Model added for round 96 (13/15) from ['node_26']
[ 2026-05-14 11:59:53 | node_19 | INFO ] 🧩 Model added for round 96 (11/11) from ['node_23']
[ 2026-05-14 11:59:53 | node | INFO ] 🧩 Model added for round 96 (7/8) from ['node_25']
[ 2026-05-14 11:59:53 | node_17 | INFO ] 🧩 Model added for round 96 (13/14) from ['node_36']
[ 2026-05-14 11:59:54 | node | INFO ] 🧩 Model added for round 96 (8/8) from ['node_12']
[ 2026-05-14 11:59:54 | node_23 | INFO ] 🧩 Model added for round 96 (8/10) from ['node_22']
[ 2026-05-14 11:59:54 | node_20 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-05-14 11:59:54 | node_19 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-05-14 11:59:54 | node | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-05-14 11:59:55 | node_45 | INFO ] 🧩 Model added for round 96 (5/6) from ['node_1']
[ 2026-05-14 11:59:55 | node_39 | INFO ] 🧩 Model added for round 96 (6/8) from ['node_14']
[ 2026-05-14 11:59:55 | node_28 | INFO ] 🧩 Model added for round 96 (14/15) from ['node_6']
[ 2026-05-14 11:59:55 | node_5 | INFO ] 🧩 Model added for round 96 (9/9) from ['node_25']
[ 2026-05-14 11:59:56 | node_37 | INFO ] 🧩 Model added for round 96 (8/10) from ['node_28']
[ 2026-05-14 11:59:56 | node_21 | INFO ] 🧩 Model added for round 96 (8/9) from ['node_23']
[ 2026-05-14 11:59:56 | node_1 | INFO ] 🧩 Model added for round 96 (10/10) from ['node_12']
[ 2026-05-14 11:59:56 | node | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-05-14 11:59:56 | node_30 | INFO ] 🧩 Model added for round 96 (9/11) from ['node_22']
[ 2026-05-14 11:59:56 | node_5 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-05-14 11:59:56 | node_19 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-05-14 11:59:56 | node_46 | INFO ] 🧩 Model added for round 96 (6/9) from ['node_1']
[ 2026-05-14 11:59:56 | node_36 | INFO ] 🧩 Model added for round 96 (11/12) from ['node_26']
[ 2026-05-14 11:59:56 | node_21 | INFO ] 🧩 Model added for round 96 (9/9) from ['node_36']
[ 2026-05-14 11:59:57 | node_34 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-05-14 11:59:57 | node_34 | INFO ] ✅ [FORCE] Local model added for round 96. (7/11)
[ 2026-05-14 11:59:57 | node_34 | INFO ] 📤 Sending model to 10 direct neighbors: ['node_2', 'node_6', 'node_7', 'node_13', 'node_22', 'node_23', 'node_25', 'node_28', 'node_31', 'node_44']
[ 2026-05-14 11:59:57 | node_49 | INFO ] 🧩 Model added for round 96 (7/10) from ['node_14']
[ 2026-05-14 11:59:57 | node_21 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-05-14 11:59:57 | node_2 | INFO ] 🧩 Model added for round 96 (10/10) from ['node_34']
[ 2026-05-14 11:59:58 | node_9 | INFO ] ⏹️  Gossiping exited for 10 equal rounds.
[ 2026-05-14 11:59:58 | node_33 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-05-14 11:59:58 | node_9 | INFO ] 🔬 Evaluating...
[ 2026-05-14 11:59:58 | node_7 | INFO ] 🧩 Model added for round 96 (6/7) from ['node_25']
[ 2026-05-14 11:59:58 | node_22 | INFO ] 🧩 Model added for round 96 (12/13) from ['node_23']
