[ 2026-03-27 19:41:58 | node_5 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-03-27 19:42:49 | node_3 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-27 19:42:49 | node_4 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-27 19:42:49 | node | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-27 19:42:49 | node_6 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-27 19:42:49 | node_7 | INFO ] 🧩 Model added for round 99 (8/8) from ['node_5']
[ 2026-03-27 19:42:49 | node_8 | INFO ] 🧩 Model added for round 99 (10/10) from ['node_5']
[ 2026-03-27 19:42:49 | node_7 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-27 19:42:49 | node_8 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-27 19:42:49 | node_9 | INFO ] 🧩 Model added for round 99 (8/8) from ['node_5']
[ 2026-03-27 19:42:49 | node_7 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-27 19:42:49 | node_9 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-27 19:42:49 | node_8 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-27 19:42:50 | node_9 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-27 19:42:50 | node_5 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-27 19:42:50 | node_1 | INFO ] 🤫 Gossip finished.
[ 2026-03-27 19:42:50 | node_1 | INFO ] 🔬 Evaluating...
[ 2026-03-27 19:42:50 | node_5 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-27 19:42:50 | node_2 | INFO ] 🤫 Gossip finished.
[ 2026-03-27 19:42:50 | node_5 | INFO ] 🤫 Gossip finished.
[ 2026-03-27 19:42:50 | node_2 | INFO ] 🔬 Evaluating...
[ 2026-03-27 19:42:50 | node_5 | INFO ] 🔬 Evaluating...
[ 2026-03-27 19:42:50 | node_2 | INFO ] 📈 Evaluated. Results: {'test_loss': 1.0957072973251343, 'test_acc': 0.8915888071060181, 'test_precision': 0.3623218834400177, 'test_recall': 0.33381471037864685, 'test_f1': 0.344107061624527, 'communication_cost': 26343772}
[ 2026-03-27 19:42:50 | node_2 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-27 19:42:50 | node_5 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.4674360454082489, 'test_acc': 0.9338235259056091, 'test_precision': 0.3972689211368561, 'test_recall': 0.3787248730659485, 'test_f1': 0.38756483793258667, 'communication_cost': 33870564}
[ 2026-03-27 19:42:50 | node_5 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-27 19:42:50 | node_2 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-27 19:42:50 | node_2 | INFO ] 😋 Training finished!!
[ 2026-03-27 19:42:50 | node_1 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.6325216889381409, 'test_acc': 0.9456915259361267, 'test_precision': 0.47507908940315247, 'test_recall': 0.45319491624832153, 'test_f1': 0.4636896550655365, 'communication_cost': 26343772}
[ 2026-03-27 19:42:50 | node_1 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-27 19:42:50 | node | INFO ] 🤫 Gossip finished.
[ 2026-03-27 19:42:50 | node | INFO ] 🔬 Evaluating...
[ 2026-03-27 19:42:50 | node_1 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-27 19:42:50 | node_1 | INFO ] 😋 Training finished!!
[ 2026-03-27 19:42:50 | node_4 | INFO ] 🤫 Gossip finished.
[ 2026-03-27 19:42:50 | node_4 | INFO ] 🔬 Evaluating...
[ 2026-03-27 19:42:50 | node_3 | INFO ] 🤫 Gossip finished.
[ 2026-03-27 19:42:50 | node_3 | INFO ] 🔬 Evaluating...
[ 2026-03-27 19:42:50 | node_6 | INFO ] 🤫 Gossip finished.
[ 2026-03-27 19:42:50 | node_5 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-27 19:42:50 | node_5 | INFO ] 😋 Training finished!!
[ 2026-03-27 19:42:50 | node_6 | INFO ] 🔬 Evaluating...
[ 2026-03-27 19:42:50 | node_6 | INFO ] 📈 Evaluated. Results: {'test_loss': 1.4762834310531616, 'test_acc': 0.7988826632499695, 'test_precision': 0.3513523042201996, 'test_recall': 0.3244313597679138, 'test_f1': 0.3308922052383423, 'communication_cost': 30107168}
[ 2026-03-27 19:42:50 | node_6 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-27 19:42:50 | node_3 | INFO ] 📈 Evaluated. Results: {'test_loss': 2.0416650772094727, 'test_acc': 0.7461832165718079, 'test_precision': 0.3420219123363495, 'test_recall': 0.2811819612979889, 'test_f1': 0.30428484082221985, 'communication_cost': 33870564}
[ 2026-03-27 19:42:50 | node_3 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-27 19:42:51 | node_7 | INFO ] 🤫 Gossip finished.
[ 2026-03-27 19:42:51 | node_7 | INFO ] 🔬 Evaluating...
[ 2026-03-27 19:42:51 | node_9 | INFO ] 🤫 Gossip finished.
[ 2026-03-27 19:42:51 | node_9 | INFO ] 🔬 Evaluating...
[ 2026-03-27 19:42:51 | node_6 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-27 19:42:51 | node_6 | INFO ] 😋 Training finished!!
[ 2026-03-27 19:42:51 | node_4 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.6662130355834961, 'test_acc': 0.9383916854858398, 'test_precision': 0.45305415987968445, 'test_recall': 0.43447381258010864, 'test_f1': 0.4428679645061493, 'communication_cost': 33870564}
[ 2026-03-27 19:42:51 | node_4 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-27 19:42:51 | node | INFO ] 📈 Evaluated. Results: {'test_loss': 1.2723686695098877, 'test_acc': 0.8380361199378967, 'test_precision': 0.37671729922294617, 'test_recall': 0.35126978158950806, 'test_f1': 0.3614004850387573, 'communication_cost': 30107168}
[ 2026-03-27 19:42:51 | node | INFO ] 📢 Broadcasting metrics.
[ 2026-03-27 19:42:51 | node_3 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-27 19:42:51 | node_3 | INFO ] 😋 Training finished!!
[ 2026-03-27 19:42:51 | node_9 | INFO ] 📈 Evaluated. Results: {'test_loss': 1.8956835269927979, 'test_acc': 0.8798701167106628, 'test_precision': 0.26920998096466064, 'test_recall': 0.25762513279914856, 'test_f1': 0.260831743478775, 'communication_cost': 26343772}
[ 2026-03-27 19:42:51 | node_9 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-27 19:42:51 | node_4 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-27 19:42:51 | node_4 | INFO ] 😋 Training finished!!
[ 2026-03-27 19:42:51 | node | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-27 19:42:51 | node | INFO ] 😋 Training finished!!
[ 2026-03-27 19:42:51 | node_9 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-27 19:42:51 | node_9 | INFO ] 😋 Training finished!!
[ 2026-03-27 19:42:51 | node_7 | INFO ] 📈 Evaluated. Results: {'test_loss': 1.1290656328201294, 'test_acc': 0.9244548082351685, 'test_precision': 0.48240622878074646, 'test_recall': 0.4681457281112671, 'test_f1': 0.47404518723487854, 'communication_cost': 26343772}
[ 2026-03-27 19:42:51 | node_7 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-27 19:42:51 | node_7 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-27 19:42:51 | node_7 | INFO ] 😋 Training finished!!
[ 2026-03-27 19:43:02 | node_8 | INFO ] ⏹️  Gossiping exited for 10 equal rounds.
[ 2026-03-27 19:43:02 | node_8 | INFO ] 🔬 Evaluating...
[ 2026-03-27 19:43:02 | node_8 | INFO ] 📈 Evaluated. Results: {'test_loss': 1.0424389839172363, 'test_acc': 0.8973509669303894, 'test_precision': 0.31194692850112915, 'test_recall': 0.2924559414386749, 'test_f1': 0.30109021067619324, 'communication_cost': 33870564}
[ 2026-03-27 19:43:02 | node_8 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-27 19:43:02 | node_8 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-27 19:43:02 | node_8 | INFO ] 😋 Training finished!!
[ 2026-03-27 19:43:02 | None | INFO ] 🏁 All nodes finished training. Waiting 10s for final synchronization...
[ 2026-03-27 19:43:12 | node | INFO ] Stopping node...
[ 2026-03-27 19:43:12 | node | INFO ] 🛑 Stopping gossiper...
[ 2026-03-27 19:43:12 | node | INFO ] InMemoryServer stopped at node
[ 2026-03-27 19:43:12 | node_1 | INFO ] Stopping node...
[ 2026-03-27 19:43:12 | node_1 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-27 19:43:12 | node_1 | INFO ] InMemoryServer stopped at node_1
[ 2026-03-27 19:43:12 | node_2 | INFO ] Stopping node...
[ 2026-03-27 19:43:12 | node_2 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-27 19:43:12 | node_2 | INFO ] InMemoryServer stopped at node_2
[ 2026-03-27 19:43:12 | node_3 | INFO ] Stopping node...
[ 2026-03-27 19:43:12 | node_3 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-27 19:43:12 | node_3 | INFO ] InMemoryServer stopped at node_3
[ 2026-03-27 19:43:12 | node_4 | INFO ] Stopping node...
[ 2026-03-27 19:43:12 | node_4 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-27 19:43:12 | node_4 | INFO ] InMemoryServer stopped at node_4
[ 2026-03-27 19:43:12 | node_5 | INFO ] Stopping node...
[ 2026-03-27 19:43:12 | node_5 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-27 19:43:12 | node_5 | INFO ] InMemoryServer stopped at node_5
[ 2026-03-27 19:43:12 | node_6 | INFO ] Stopping node...
[ 2026-03-27 19:43:12 | node_6 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-27 19:43:12 | node_6 | INFO ] InMemoryServer stopped at node_6
[ 2026-03-27 19:43:12 | node_7 | INFO ] Stopping node...
[ 2026-03-27 19:43:12 | node_7 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-27 19:43:12 | node_7 | INFO ] InMemoryServer stopped at node_7
[ 2026-03-27 19:43:12 | node_8 | INFO ] Stopping node...
[ 2026-03-27 19:43:12 | node_8 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-27 19:43:12 | node_8 | INFO ] InMemoryServer stopped at node_8
[ 2026-03-27 19:43:12 | node_9 | INFO ] Stopping node...
[ 2026-03-27 19:43:12 | node_9 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-27 19:43:12 | node_9 | INFO ] InMemoryServer stopped at node_9
