[ 2026-05-14 04:51:21 | None | INFO ] Created experiment folder: /home/hoap/p2pfl/experiments/p2pfl_MNIST_RandomIIDPartitionStrategy_DSGTAggregator_model_build_fn_20260514_045121 and copied dsgt_test.yaml
[ 2026-05-14 04:52:54 | node_2 | INFO ] 🧩 Model added for round 5 (5/5) from ['node_1']
[ 2026-05-14 04:52:54 | node_3 | INFO ] 🧩 Model added for round 5 (5/5) from ['node_1']
[ 2026-05-14 04:52:54 | ModelPackager | INFO ] Round 5: Interval reached (2). Authorized node saving & pushing...
[ 2026-05-14 04:52:54 | node | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-05-14 04:52:54 | node_2 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-05-14 04:52:54 | node_4 | INFO ] 🧩 Model added for round 5 (5/5) from ['node_1']
[ 2026-05-14 04:52:54 | node | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-05-14 04:52:54 | node_2 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-05-14 04:52:54 | node_3 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-05-14 04:52:54 | node_4 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-05-14 04:52:54 | node_1 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-05-14 04:52:54 | node_3 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-05-14 04:52:54 | node_4 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-05-14 04:52:54 | node_1 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-05-14 04:52:54 | node_1 | INFO ] 🤫 Gossip finished.
[ 2026-05-14 04:52:54 | node_1 | INFO ] 🔬 Evaluating...
[ 2026-05-14 04:52:54 | node_1 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.22706393897533417, 'test_acc': 0.9334999918937683, 'test_precision': 0.9325383901596069, 'test_recall': 0.9361629486083984, 'test_f1': 0.9270102977752686, 'communication_cost': 11291160}
[ 2026-05-14 04:52:54 | node_1 | INFO ] 📢 Broadcasting metrics.
[ 2026-05-14 04:52:54 | node_1 | INFO ] 🎉 Round 6 of 20 finished.
[ 2026-05-14 04:52:54 | node_1 | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 5
[ 2026-05-14 04:52:54 | node_1 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-05-14 04:52:55 | node | INFO ] 🤫 Gossip finished.
[ 2026-05-14 04:52:55 | node_2 | INFO ] 🤫 Gossip finished.
[ 2026-05-14 04:52:55 | node | INFO ] 🔬 Evaluating...
[ 2026-05-14 04:52:55 | node_2 | INFO ] 🔬 Evaluating...
[ 2026-05-14 04:52:55 | node_4 | INFO ] 🤫 Gossip finished.
[ 2026-05-14 04:52:55 | node_4 | INFO ] 🔬 Evaluating...
[ 2026-05-14 04:52:55 | node_3 | INFO ] 🤫 Gossip finished.
[ 2026-05-14 04:52:55 | node_3 | INFO ] 🔬 Evaluating...
[ 2026-05-14 04:52:55 | node | INFO ] 📈 Evaluated. Results: {'test_loss': 0.26276877522468567, 'test_acc': 0.9265000224113464, 'test_precision': 0.9286754131317139, 'test_recall': 0.9283265471458435, 'test_f1': 0.9220972657203674, 'communication_cost': 11291160}
[ 2026-05-14 04:52:55 | node | INFO ] 📢 Broadcasting metrics.
[ 2026-05-14 04:52:55 | node_2 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.2246531993150711, 'test_acc': 0.9294999837875366, 'test_precision': 0.9299096465110779, 'test_recall': 0.9266284704208374, 'test_f1': 0.9212000370025635, 'communication_cost': 11291160}
[ 2026-05-14 04:52:55 | node_2 | INFO ] 📢 Broadcasting metrics.
[ 2026-05-14 04:52:55 | node | INFO ] 🎉 Round 6 of 20 finished.
[ 2026-05-14 04:52:55 | node | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 5
[ 2026-05-14 04:52:55 | node | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-05-14 04:52:55 | node_2 | INFO ] 🎉 Round 6 of 20 finished.
[ 2026-05-14 04:52:55 | node_2 | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 5
[ 2026-05-14 04:52:55 | node_2 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-05-14 04:52:55 | node_3 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.2658815383911133, 'test_acc': 0.9229999780654907, 'test_precision': 0.9229854345321655, 'test_recall': 0.9240645170211792, 'test_f1': 0.9154168963432312, 'communication_cost': 11291160}
[ 2026-05-14 04:52:55 | node_4 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.23094497621059418, 'test_acc': 0.9304999709129333, 'test_precision': 0.9323267340660095, 'test_recall': 0.936150312423706, 'test_f1': 0.9268189668655396, 'communication_cost': 11291160}
[ 2026-05-14 04:52:56 | node_3 | INFO ] 📢 Broadcasting metrics.
[ 2026-05-14 04:52:56 | node_4 | INFO ] 📢 Broadcasting metrics.
[ 2026-05-14 04:52:56 | node_3 | INFO ] 🎉 Round 6 of 20 finished.
[ 2026-05-14 04:52:56 | node_4 | INFO ] 🎉 Round 6 of 20 finished.
[ 2026-05-14 04:52:56 | node_3 | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 5
[ 2026-05-14 04:52:56 | node_4 | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 5
[ 2026-05-14 04:52:56 | node_3 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-05-14 04:52:56 | node_4 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-05-14 04:52:56 | node_1 | INFO ] 🎓 Training step done.
[ 2026-05-14 04:52:57 | node | INFO ] 🎓 Training step done.
[ 2026-05-14 04:52:57 | node_2 | INFO ] 🎓 Training step done.
[ 2026-05-14 04:52:58 | node_4 | INFO ] 🎓 Training step done.
[ 2026-05-14 04:52:58 | node_3 | INFO ] 🎓 Training step done.
[ 2026-05-14 04:53:01 | node_1 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-05-14 04:53:01 | node_1 | INFO ] ✅ [FORCE] Local model added for round 6. (1/5)
[ 2026-05-14 04:53:01 | node_1 | INFO ] 📤 Sending model to 4 direct neighbors: ['node', 'node_2', 'node_3', 'node_4']
[ 2026-05-14 04:53:01 | node | INFO ] 🧩 Model added for round 6 (1/5) from ['node_1']
[ 2026-05-14 04:53:01 | node_2 | INFO ] 🧩 Model added for round 6 (1/5) from ['node_1']
[ 2026-05-14 04:53:01 | node_3 | INFO ] 🧩 Model added for round 6 (1/5) from ['node_1']
[ 2026-05-14 04:53:02 | node_4 | INFO ] 🧩 Model added for round 6 (1/5) from ['node_1']
[ 2026-05-14 04:53:02 | node | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-05-14 04:53:02 | node | INFO ] ✅ [FORCE] Local model added for round 6. (2/5)
[ 2026-05-14 04:53:02 | node | INFO ] 📤 Sending model to 4 direct neighbors: ['node_1', 'node_2', 'node_3', 'node_4']
[ 2026-05-14 04:53:02 | node_1 | INFO ] 🧩 Model added for round 6 (2/5) from ['node']
[ 2026-05-14 04:53:02 | node_2 | INFO ] 🧩 Model added for round 6 (2/5) from ['node']
[ 2026-05-14 04:53:02 | node_3 | INFO ] 🧩 Model added for round 6 (2/5) from ['node']
[ 2026-05-14 04:53:02 | node_2 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-05-14 04:53:02 | node_2 | INFO ] ✅ [FORCE] Local model added for round 6. (3/5)
[ 2026-05-14 04:53:02 | node_2 | INFO ] 📤 Sending model to 4 direct neighbors: ['node', 'node_1', 'node_3', 'node_4']
[ 2026-05-14 04:53:02 | node | INFO ] 🧩 Model added for round 6 (3/5) from ['node_2']
[ 2026-05-14 04:53:02 | node_4 | INFO ] 🧩 Model added for round 6 (2/5) from ['node']
[ 2026-05-14 04:53:02 | node_1 | INFO ] 🧩 Model added for round 6 (3/5) from ['node_2']
[ 2026-05-14 04:53:02 | node_3 | INFO ] 🧩 Model added for round 6 (3/5) from ['node_2']
[ 2026-05-14 04:53:02 | node_4 | INFO ] 🧩 Model added for round 6 (3/5) from ['node_2']
[ 2026-05-14 04:53:03 | node_4 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-05-14 04:53:03 | node_4 | INFO ] ✅ [FORCE] Local model added for round 6. (4/5)
[ 2026-05-14 04:53:03 | node_4 | INFO ] 📤 Sending model to 4 direct neighbors: ['node', 'node_1', 'node_2', 'node_3']
[ 2026-05-14 04:53:03 | node | INFO ] 🧩 Model added for round 6 (4/5) from ['node_4']
[ 2026-05-14 04:53:03 | node_3 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-05-14 04:53:03 | node_3 | INFO ] ✅ [FORCE] Local model added for round 6. (4/5)
[ 2026-05-14 04:53:03 | node_3 | INFO ] 📤 Sending model to 4 direct neighbors: ['node', 'node_1', 'node_2', 'node_4']
[ 2026-05-14 04:53:03 | node_1 | INFO ] 🧩 Model added for round 6 (4/5) from ['node_4']
[ 2026-05-14 04:53:03 | node | INFO ] 🧩 Model added for round 6 (5/5) from ['node_3']
[ 2026-05-14 04:53:03 | node | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-05-14 04:53:03 | node_2 | INFO ] 🧩 Model added for round 6 (4/5) from ['node_4']
[ 2026-05-14 04:53:03 | node | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-05-14 04:53:03 | node_1 | INFO ] 🧩 Model added for round 6 (5/5) from ['node_3']
[ 2026-05-14 04:53:03 | node_3 | INFO ] 🧩 Model added for round 6 (5/5) from ['node_4']
[ 2026-05-14 04:53:03 | node_1 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-05-14 04:53:03 | node_2 | INFO ] 🧩 Model added for round 6 (5/5) from ['node_3']
[ 2026-05-14 04:53:03 | node_1 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-05-14 04:53:03 | node_2 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-05-14 04:53:03 | node_4 | INFO ] 🧩 Model added for round 6 (5/5) from ['node_3']
[ 2026-05-14 04:53:03 | node_4 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-05-14 04:53:03 | node_2 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-05-14 04:53:03 | node_3 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-05-14 04:53:03 | node_4 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-05-14 04:53:03 | node_3 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-05-14 04:53:03 | node_3 | INFO ] 🤫 Gossip finished.
[ 2026-05-14 04:53:03 | node_3 | INFO ] 🔬 Evaluating...
[ 2026-05-14 04:53:04 | node_3 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.22085335850715637, 'test_acc': 0.9419999718666077, 'test_precision': 0.9410236477851868, 'test_recall': 0.9442325830459595, 'test_f1': 0.9360973834991455, 'communication_cost': 11291160}
[ 2026-05-14 04:53:04 | node_3 | INFO ] 📢 Broadcasting metrics.
[ 2026-05-14 04:53:04 | node_3 | INFO ] 🎉 Round 7 of 20 finished.
[ 2026-05-14 04:53:04 | node_3 | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 5
[ 2026-05-14 04:53:04 | node_3 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-05-14 04:53:04 | node | INFO ] 🤫 Gossip finished.
[ 2026-05-14 04:53:04 | node | INFO ] 🔬 Evaluating...
[ 2026-05-14 04:53:04 | node_1 | INFO ] 🤫 Gossip finished.
[ 2026-05-14 04:53:04 | node_1 | INFO ] 🔬 Evaluating...
[ 2026-05-14 04:53:04 | node_2 | INFO ] 🤫 Gossip finished.
[ 2026-05-14 04:53:04 | node_4 | INFO ] 🤫 Gossip finished.
[ 2026-05-14 04:53:04 | node_2 | INFO ] 🔬 Evaluating...
[ 2026-05-14 04:53:04 | node_4 | INFO ] 🔬 Evaluating...
[ 2026-05-14 04:53:04 | node | INFO ] 📈 Evaluated. Results: {'test_loss': 0.21676592528820038, 'test_acc': 0.9399999976158142, 'test_precision': 0.940701425075531, 'test_recall': 0.942749559879303, 'test_f1': 0.9363439679145813, 'communication_cost': 11291160}
[ 2026-05-14 04:53:04 | node | INFO ] 📢 Broadcasting metrics.
[ 2026-05-14 04:53:04 | node | INFO ] 🎉 Round 7 of 20 finished.
[ 2026-05-14 04:53:04 | node | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 5
[ 2026-05-14 04:53:04 | node | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-05-14 04:53:05 | node_1 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.17905308306217194, 'test_acc': 0.9415000081062317, 'test_precision': 0.943489670753479, 'test_recall': 0.943038284778595, 'test_f1': 0.9370782971382141, 'communication_cost': 11291160}
[ 2026-05-14 04:53:05 | node_1 | INFO ] 📢 Broadcasting metrics.
[ 2026-05-14 04:53:05 | node_4 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.1790696233510971, 'test_acc': 0.9399999976158142, 'test_precision': 0.9398000240325928, 'test_recall': 0.9418078660964966, 'test_f1': 0.9343542456626892, 'communication_cost': 11291160}
[ 2026-05-14 04:53:05 | node_4 | INFO ] 📢 Broadcasting metrics.
[ 2026-05-14 04:53:05 | node_1 | INFO ] 🎉 Round 7 of 20 finished.
[ 2026-05-14 04:53:05 | node_1 | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 5
[ 2026-05-14 04:53:05 | node_1 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-05-14 04:53:05 | node_4 | INFO ] 🎉 Round 7 of 20 finished.
[ 2026-05-14 04:53:05 | node_4 | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 5
[ 2026-05-14 04:53:05 | node_4 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-05-14 04:53:05 | node_2 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.20761792361736298, 'test_acc': 0.9390000104904175, 'test_precision': 0.9380148649215698, 'test_recall': 0.9385785460472107, 'test_f1': 0.931645393371582, 'communication_cost': 11291160}
[ 2026-05-14 04:53:05 | node_2 | INFO ] 📢 Broadcasting metrics.
[ 2026-05-14 04:53:05 | node_2 | INFO ] 🎉 Round 7 of 20 finished.
[ 2026-05-14 04:53:05 | node_2 | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 5
[ 2026-05-14 04:53:05 | node_2 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-05-14 04:53:06 | node_3 | INFO ] 🎓 Training step done.
[ 2026-05-14 04:53:06 | node | INFO ] 🎓 Training step done.
[ 2026-05-14 04:53:07 | node_4 | INFO ] 🎓 Training step done.
[ 2026-05-14 04:53:07 | node_1 | INFO ] 🎓 Training step done.
[ 2026-05-14 04:53:07 | node_2 | INFO ] 🎓 Training step done.
[ 2026-05-14 04:53:11 | node_3 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-05-14 04:53:11 | node_3 | INFO ] ✅ [FORCE] Local model added for round 7. (1/5)
[ 2026-05-14 04:53:11 | node_3 | INFO ] 📤 Sending model to 4 direct neighbors: ['node', 'node_1', 'node_2', 'node_4']
[ 2026-05-14 04:53:11 | node | INFO ] 🧩 Model added for round 7 (1/5) from ['node_3']
[ 2026-05-14 04:53:11 | node_1 | INFO ] 🧩 Model added for round 7 (1/5) from ['node_3']
[ 2026-05-14 04:53:11 | node_2 | INFO ] 🧩 Model added for round 7 (1/5) from ['node_3']
[ 2026-05-14 04:53:11 | node_4 | INFO ] 🧩 Model added for round 7 (1/5) from ['node_3']
[ 2026-05-14 04:53:11 | node | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-05-14 04:53:11 | node | INFO ] ✅ [FORCE] Local model added for round 7. (2/5)
[ 2026-05-14 04:53:11 | node | INFO ] 📤 Sending model to 4 direct neighbors: ['node_1', 'node_2', 'node_3', 'node_4']
[ 2026-05-14 04:53:11 | node_1 | INFO ] 🧩 Model added for round 7 (2/5) from ['node']
[ 2026-05-14 04:53:11 | node_2 | INFO ] 🧩 Model added for round 7 (2/5) from ['node']
[ 2026-05-14 04:53:11 | node_3 | INFO ] 🧩 Model added for round 7 (2/5) from ['node']
[ 2026-05-14 04:53:12 | node_4 | INFO ] 🧩 Model added for round 7 (2/5) from ['node']
[ 2026-05-14 04:53:12 | node_4 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-05-14 04:53:12 | node_4 | INFO ] ✅ [FORCE] Local model added for round 7. (3/5)
[ 2026-05-14 04:53:12 | node_4 | INFO ] 📤 Sending model to 4 direct neighbors: ['node', 'node_1', 'node_2', 'node_3']
[ 2026-05-14 04:53:12 | node | INFO ] 🧩 Model added for round 7 (3/5) from ['node_4']
[ 2026-05-14 04:53:12 | node_1 | INFO ] 🧩 Model added for round 7 (3/5) from ['node_4']
[ 2026-05-14 04:53:12 | node_2 | INFO ] 🧩 Model added for round 7 (3/5) from ['node_4']
[ 2026-05-14 04:53:12 | node_3 | INFO ] 🧩 Model added for round 7 (3/5) from ['node_4']
[ 2026-05-14 04:53:12 | node_1 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-05-14 04:53:12 | node_1 | INFO ] ✅ [FORCE] Local model added for round 7. (4/5)
[ 2026-05-14 04:53:12 | node_1 | INFO ] 📤 Sending model to 4 direct neighbors: ['node', 'node_2', 'node_3', 'node_4']
[ 2026-05-14 04:53:12 | node | INFO ] 🧩 Model added for round 7 (4/5) from ['node_1']
[ 2026-05-14 04:53:12 | node_2 | INFO ] 🧩 Model added for round 7 (4/5) from ['node_1']
[ 2026-05-14 04:53:12 | node_3 | INFO ] 🧩 Model added for round 7 (4/5) from ['node_1']
[ 2026-05-14 04:53:12 | node_4 | INFO ] 🧩 Model added for round 7 (4/5) from ['node_1']
[ 2026-05-14 04:53:12 | node_2 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-05-14 04:53:12 | node_2 | INFO ] ✅ [FORCE] Local model added for round 7. (5/5)
[ 2026-05-14 04:53:12 | node_2 | INFO ] 📤 Sending model to 4 direct neighbors: ['node', 'node_1', 'node_3', 'node_4']
[ 2026-05-14 04:53:12 | node | INFO ] 🧩 Model added for round 7 (5/5) from ['node_2']
[ 2026-05-14 04:53:12 | ModelPackager | INFO ] Round 7: Interval reached (2). Authorized node saving & pushing...
[ 2026-05-14 04:53:12 | node | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-05-14 04:53:12 | node_1 | INFO ] 🧩 Model added for round 7 (5/5) from ['node_2']
[ 2026-05-14 04:53:12 | node | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-05-14 04:53:12 | node_3 | INFO ] 🧩 Model added for round 7 (5/5) from ['node_2']
[ 2026-05-14 04:53:12 | node_1 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-05-14 04:53:12 | node_1 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-05-14 04:53:12 | node_3 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-05-14 04:53:12 | node_4 | INFO ] 🧩 Model added for round 7 (5/5) from ['node_2']
[ 2026-05-14 04:53:12 | node_3 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-05-14 04:53:12 | node_4 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-05-14 04:53:12 | node_2 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-05-14 04:53:12 | node_4 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-05-14 04:53:12 | node_2 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-05-14 04:53:12 | node_2 | INFO ] 🤫 Gossip finished.
[ 2026-05-14 04:53:12 | node_2 | INFO ] 🔬 Evaluating...
[ 2026-05-14 04:53:13 | node_2 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.19973573088645935, 'test_acc': 0.949999988079071, 'test_precision': 0.9488494992256165, 'test_recall': 0.948606550693512, 'test_f1': 0.9429053664207458, 'communication_cost': 11291160}
[ 2026-05-14 04:53:13 | node_2 | INFO ] 📢 Broadcasting metrics.
[ 2026-05-14 04:53:13 | node_2 | INFO ] 🎉 Round 8 of 20 finished.
[ 2026-05-14 04:53:13 | node_2 | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 5
[ 2026-05-14 04:53:13 | node_2 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-05-14 04:53:13 | node | INFO ] 🤫 Gossip finished.
[ 2026-05-14 04:53:13 | node | INFO ] 🔬 Evaluating...
[ 2026-05-14 04:53:13 | node_1 | INFO ] 🤫 Gossip finished.
[ 2026-05-14 04:53:13 | node_1 | INFO ] 🔬 Evaluating...
[ 2026-05-14 04:53:13 | node_3 | INFO ] 🤫 Gossip finished.
[ 2026-05-14 04:53:13 | node_3 | INFO ] 🔬 Evaluating...
[ 2026-05-14 04:53:13 | node_4 | INFO ] 🤫 Gossip finished.
[ 2026-05-14 04:53:13 | node_4 | INFO ] 🔬 Evaluating...
[ 2026-05-14 04:53:14 | node | INFO ] 📈 Evaluated. Results: {'test_loss': 0.22474585473537445, 'test_acc': 0.9340000152587891, 'test_precision': 0.9380943775177002, 'test_recall': 0.9380828738212585, 'test_f1': 0.932697594165802, 'communication_cost': 11291160}
[ 2026-05-14 04:53:14 | node | INFO ] 📢 Broadcasting metrics.
[ 2026-05-14 04:53:14 | node | INFO ] 🎉 Round 8 of 20 finished.
[ 2026-05-14 04:53:14 | node | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 5
[ 2026-05-14 04:53:14 | node | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-05-14 04:53:14 | node_1 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.17652584612369537, 'test_acc': 0.9480000138282776, 'test_precision': 0.9497348666191101, 'test_recall': 0.9497733116149902, 'test_f1': 0.9441542029380798, 'communication_cost': 11291160}
[ 2026-05-14 04:53:14 | node_1 | INFO ] 📢 Broadcasting metrics.
[ 2026-05-14 04:53:14 | node_1 | INFO ] 🎉 Round 8 of 20 finished.
[ 2026-05-14 04:53:14 | node_1 | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 5
[ 2026-05-14 04:53:14 | node_1 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-05-14 04:53:14 | node_3 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.22168730199337006, 'test_acc': 0.9455000162124634, 'test_precision': 0.9436436295509338, 'test_recall': 0.9459342360496521, 'test_f1': 0.9376609325408936, 'communication_cost': 11291160}
[ 2026-05-14 04:53:14 | node_3 | INFO ] 📢 Broadcasting metrics.
[ 2026-05-14 04:53:14 | node_4 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.20118458569049835, 'test_acc': 0.9359999895095825, 'test_precision': 0.9387584924697876, 'test_recall': 0.9374931454658508, 'test_f1': 0.9309179186820984, 'communication_cost': 11291160}
[ 2026-05-14 04:53:14 | node_4 | INFO ] 📢 Broadcasting metrics.
[ 2026-05-14 04:53:14 | node_3 | INFO ] 🎉 Round 8 of 20 finished.
[ 2026-05-14 04:53:14 | node_3 | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 5
[ 2026-05-14 04:53:14 | node_4 | INFO ] 🎉 Round 8 of 20 finished.
[ 2026-05-14 04:53:14 | node_3 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-05-14 04:53:14 | node_4 | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 5
[ 2026-05-14 04:53:14 | node_4 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-05-14 04:53:15 | node_2 | INFO ] 🎓 Training step done.
[ 2026-05-14 04:53:16 | node | INFO ] 🎓 Training step done.
[ 2026-05-14 04:53:16 | node_4 | INFO ] 🎓 Training step done.
[ 2026-05-14 04:53:16 | node_3 | INFO ] 🎓 Training step done.
[ 2026-05-14 04:53:16 | node_1 | INFO ] 🎓 Training step done.
[ 2026-05-14 04:53:20 | node_2 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-05-14 04:53:20 | node_2 | INFO ] ✅ [FORCE] Local model added for round 8. (1/5)
[ 2026-05-14 04:53:20 | node_2 | INFO ] 📤 Sending model to 4 direct neighbors: ['node', 'node_1', 'node_3', 'node_4']
[ 2026-05-14 04:53:20 | node | INFO ] 🧩 Model added for round 8 (1/5) from ['node_2']
[ 2026-05-14 04:53:20 | node_1 | INFO ] 🧩 Model added for round 8 (1/5) from ['node_2']
[ 2026-05-14 04:53:20 | node_3 | INFO ] 🧩 Model added for round 8 (1/5) from ['node_2']
[ 2026-05-14 04:53:20 | node_4 | INFO ] 🧩 Model added for round 8 (1/5) from ['node_2']
[ 2026-05-14 04:53:21 | node | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-05-14 04:53:21 | node | INFO ] ✅ [FORCE] Local model added for round 8. (2/5)
[ 2026-05-14 04:53:21 | node | INFO ] 📤 Sending model to 4 direct neighbors: ['node_1', 'node_2', 'node_3', 'node_4']
[ 2026-05-14 04:53:21 | node_1 | INFO ] 🧩 Model added for round 8 (2/5) from ['node']
[ 2026-05-14 04:53:21 | node_2 | INFO ] 🧩 Model added for round 8 (2/5) from ['node']
[ 2026-05-14 04:53:21 | node_3 | INFO ] 🧩 Model added for round 8 (2/5) from ['node']
[ 2026-05-14 04:53:21 | node_4 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-05-14 04:53:21 | node_4 | INFO ] ✅ [FORCE] Local model added for round 8. (2/5)
[ 2026-05-14 04:53:21 | node_4 | INFO ] 📤 Sending model to 4 direct neighbors: ['node', 'node_1', 'node_2', 'node_3']
[ 2026-05-14 04:53:21 | node | INFO ] 🧩 Model added for round 8 (3/5) from ['node_4']
[ 2026-05-14 04:53:21 | node_4 | INFO ] 🧩 Model added for round 8 (3/5) from ['node']
[ 2026-05-14 04:53:21 | node_1 | INFO ] 🧩 Model added for round 8 (3/5) from ['node_4']
[ 2026-05-14 04:53:21 | node_3 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-05-14 04:53:21 | node_3 | INFO ] ✅ [FORCE] Local model added for round 8. (3/5)
[ 2026-05-14 04:53:21 | node_3 | INFO ] 📤 Sending model to 4 direct neighbors: ['node', 'node_1', 'node_2', 'node_4']
[ 2026-05-14 04:53:21 | node | INFO ] 🧩 Model added for round 8 (4/5) from ['node_3']
[ 2026-05-14 04:53:21 | node_2 | INFO ] 🧩 Model added for round 8 (3/5) from ['node_4']
[ 2026-05-14 04:53:21 | node_1 | INFO ] 🧩 Model added for round 8 (4/5) from ['node_3']
[ 2026-05-14 04:53:21 | node_1 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-05-14 04:53:21 | node_3 | INFO ] 🧩 Model added for round 8 (4/5) from ['node_4']
[ 2026-05-14 04:53:21 | node_1 | INFO ] ✅ [FORCE] Local model added for round 8. (5/5)
[ 2026-05-14 04:53:21 | node_1 | INFO ] 📤 Sending model to 4 direct neighbors: ['node', 'node_2', 'node_3', 'node_4']
[ 2026-05-14 04:53:21 | node | INFO ] 🧩 Model added for round 8 (5/5) from ['node_1']
[ 2026-05-14 04:53:21 | node_2 | INFO ] 🧩 Model added for round 8 (4/5) from ['node_3']
[ 2026-05-14 04:53:21 | node | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-05-14 04:53:21 | node | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-05-14 04:53:21 | node_2 | INFO ] 🧩 Model added for round 8 (5/5) from ['node_1']
[ 2026-05-14 04:53:21 | node_4 | INFO ] 🧩 Model added for round 8 (4/5) from ['node_3']
